None, 573.7093, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563223, 13, 11, 
None, 667.2110, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563224, 13, 11, 
None, 675.8057, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563225, 13, 11, 
None, 676.7815, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563226, 13, 11, 
None, 677.7440, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563227, 13, 11, 
None, 678.6986, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563228, 13, 11, 
None, 700.9875, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563229, 13, 11, 
None, 710.8776, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563230, 13, 11, 
None, 711.3021, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563231, 13, 11, 
None, 712.2674, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563232, 13, 11, 
None, 713.2625, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563233, 13, 11, 
None, 713.6640, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563234, 13, 11, 
None, 714.5684, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563235, 13, 11, 
None, 715.5680, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563236, 13, 11, 
None, 718.5024, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563237, 13, 11, 
None, 718.9120, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563238, 13, 11, 
None, 719.3384, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563239, 13, 11, 
None, 720.2236, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563240, 13, 11, 
None, 721.1985, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563241, 13, 11, 
None, 721.5976, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563242, 13, 11, 
None, 722.0076, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563243, 13, 11, 
None, 722.9102, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563244, 13, 11, 
None, 723.3075, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563245, 13, 11, 
None, 723.7353, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563246, 13, 11, 
None, 724.6235, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563247, 13, 11, 
None, 726.5263, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563248, 13, 11, 
None, 728.4423, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563249, 13, 11, 
None, 729.3941, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563250, 13, 11, 
None, 729.7960, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563251, 13, 11, 
None, 732.6399, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563252, 13, 11, 
None, 733.0599, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563253, 13, 11, 
None, 733.9383, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563254, 13, 11, 
None, 734.8874, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563255, 13, 11, 
None, 736.7947, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563256, 13, 11, 
None, 738.6865, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563257, 13, 11, 
None, 738.8978, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563258, 13, 11, 
None, 739.7770, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563259, 13, 11, 
None, 740.1892, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563260, 13, 11, 
None, 741.0481, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563261, 13, 11, 
None, 741.4792, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563262, 13, 11, 
None, 741.8950, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563263, 13, 11, 
None, 742.7546, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563264, 13, 11, 
None, 743.7085, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563265, 13, 11, 
None, 744.1090, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563266, 13, 11, 
None, 747.8071, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563267, 13, 11, 
None, 748.7466, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563268, 13, 11, 
None, 749.0334, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563269, 13, 11, 
None, 749.4432, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563270, 13, 11, 
None, 750.3246, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563271, 13, 11, 
None, 751.2530, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563272, 13, 11, 
None, 751.6694, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563273, 13, 11, 
None, 752.0855, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563274, 13, 11, 
None, 752.9447, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563275, 13, 11, 
None, 753.3634, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563276, 13, 11, 
None, 753.7773, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563277, 13, 11, 
None, 754.1932, 2009, 92159, V9909_mESC_E14_shotgun_fr1, 92563278, 13, 11, 
